text,DV_C,DV_n
[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][C][Ring1][#Branch1][C][=C][C][=C][Ring1][=Branch1],3.099271890000156,1.7
[C][C][C][Branch1][Branch2][C][O][C][Ring1][Ring2][C][=O][C][=Branch1][C][=O][C][=Branch1][C][=C][C],-0.0382781100003343,0.3
[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][C][=Branch1][Ring2][=N][Ring1][#Branch1][N][N],10.127383889999384,10.3
[C][C][C][=C][C][Ring1][Branch1][C][C][Ring1][=Branch1][C][=Branch1][Branch1][=N][O][Ring1][Branch1][C][Branch1][C][F][Branch1][C][F][F],12.613578509999115,12.304216079999904
[C][N][C][C][O][C][=C][Branch1][#Branch1][C][=C][N][=N][Ring1][=Branch1][C][#N],4.542544890000136,3.8
[C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][C][O],0.5264808899994641,-3.2
[C][C][C][Ring1][Ring1][C][=Branch1][C][=O][C][N][C][C][S][C][Ring1][Branch1][=O],13.64143989000011,14.5
[C][C][C][=C][C][C][Ring1][Branch1][C][C][Ring1][Ring2][=C],-2.171812109999821,-3.1
[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][O][Ring1][Branch2][O][C],4.668046889999844,4.9
[C][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][Branch1][=Branch2][C][=Branch1][C][=O][C][Ring1][Branch2][=O][C][C][C][#C],-0.1637801100000418,-3.4
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N].[C][=Branch1][C][=O][Branch1][C][O][S],13.64143989000011,14.5
[C][C][=C][C][=Branch1][C][=O][N][Branch1][Branch1][C][=C][Ring1][#Branch1][C][C][C][=O],0.71473389000014,-3.0
[C][N][C][=C][Branch1][=Branch2][C][=C][C][=C][Ring1][=Branch1][C][#C][C][=N][Ring1][O],8.758784579999249,8.291289629999113
[C][C][Branch1][C][C][C][=Branch1][C][=O][C][#C][C][C][C][C][C][Ring1][Branch1],-1.3560491100006071,-6.2
[C][C][=C][Branch2][Ring1][C][C][=Branch1][C][=O][N][C][Ring1][=Branch1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C],-1.98355911000026,-3.8
[C][C][O][C][Branch1][=N][C][N][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C][O],0.5264808899994641,-3.2
[C][C][C][Branch1][O][C][=C][C][=C][Branch1][Ring2][O][Ring1][Branch1][C][O][C][=Branch1][C][=O][C],-0.0382781100003343,0.3
[C][C][=C][S][C][=C][Ring1][Branch1][C][N+1][#C-1],8.30760489000028,9.2
[C][C][O][P][Branch1][Ring2][O][C][C][O][C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C],6.927082890000152,8.6
[C][=C][C][=C][N][Branch1][Branch1][C][=C][Ring1][#Branch1][N][=C][Ring1][#Branch1],10.566640889999473,5.9
[C][N][C][C][=Branch1][C][=O][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][O],0.71473389000014,-3.0
[C][N][N][C][=C][C][=C][C][=C][Ring1][=Branch1][S][Ring1][=Branch2],4.354291889999461,1.0
[C][C][O][C][Ring1][Ring2][C][C][C][C][C][Ring1][Branch1][C][C][=C][Ring1][=Branch1],-1.3560491100006071,-6.2
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][=C][C][O],1.404994889999646,-1.8
[C][C][=N][C][=C][C][Ring1][Branch1][=C][C][=C][Ring1][Branch1],7.868347890000188,6.7
[C][C][C][C][C][Ring1][Branch1][C][=C][Ring1][Branch1][C][C][C][O][Ring1][Ring1],-3.2385791100006784,-3.7
[C][N][C][=C][C][Branch1][Ring2][CH0][Ring1][Branch1][C][C][Ring1][Ring2],-2.9875751100001486,-3.5
[C][C][Branch1][C][C][C][O][C][=C][Branch1][O][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=O][N],0.5264808899994641,-3.2
[C][=C][N][=C][C][=Branch1][=Branch2][=C][Ring1][=Branch1][S][C][C][C][#N][N],10.127383889999384,10.3
[C][=C][C][=Branch1][#Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][#N][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],13.20218289000002,14.4
[C][C][C][C][N][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],0.5264808899994641,-3.2
[C][C][#C][C][Branch1][Ring1][C][#C][Branch1][=Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C],3.099271890000156,1.7
[C][C][=C][C][=C][Branch1][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][N][=C][Ring1][=N][C][=Branch1][C][=C][C],-0.1637801100000418,-3.4
[C][C][=Branch1][C][=O][C][C][=N][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2],-1.98355911000026,-3.8
[C][C][=C][C][=C][C][=C][=C][Branch1][N][C][Ring1][#Branch1][=C][Branch1][Branch1][C][=C][Ring1][O][C][C],-0.4775351100004253,-1.1
[C][C][=Branch1][Ring2][=N][O][C][C][=C][C][=C][C][=C][Ring1][=Branch1][N],-1.9208081100004053,-5.8
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][C][S][C][=N],0.6519828900002863,-1.8
[C][S][=Branch1][C][=O][=Branch1][C][=O][C][=C][Branch1][#Branch1][C][=N][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F],9.876379889999969,10.3
[C][C][=C][C][=Branch1][=Branch1][=N][C][=C][Ring1][=Branch1][O][C][C][C][O][C][C][Ring1][=Branch1],0.5264808899994641,-3.2
[C][#C][C][C][C][C][C][C][C][C][C][Ring1][=Branch1][C][Ring1][#Branch2][C][Branch1][Ring2][C][Ring1][=Branch1][C][Ring1][=Branch2][C][Ring1][=N],-3.670933500000362,-4.760918370000564
[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],5.35830788999935,7.5
[C][C][Branch1][S][C][O][C][=C][Ring1][=Branch1][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][N],-1.9208081100004053,-5.8
[C][C][O][C][C][C][Ring1][=Branch1][C][C][Branch1][#Branch1][C][=C][N][=C][Ring1][Branch1][C][=O],0.5264808899994641,-3.2
[C][C][O][C][=C][C][=C][C][C][=C][C][=C][Ring1][#Branch1],5.672062889999733,7.6
[C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][S],12.009913889999453,12.3
[C][=C][C][=Branch1][O][=C][C][=C][Ring1][=Branch1][C][=C][N][Ring1][Branch1][O][O],16.40248388999925,17.8
[C][C][=N][C][=Branch1][=C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][N][C][C],-1.9208081100004053,-5.8
[C][C][N][C][C][Ring1][Branch1][O][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][O],0.5264808899994641,-3.2
[C][C][N][Branch1][Ring2][C][Ring1][Ring2][C][=C][C][=C][C][=Branch1][Ring2][=N][Ring1][=Branch1][N],-4.368097110000275,-5.6
[C][C][=C][C][=Branch1][=N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][C][N][C][C],-1.418800110000461,-2.4
[C][N][C][=C][Branch1][O][C][=C][Ring1][Branch1][C][=Branch1][C][=O][O][C][S],9.31162089000017,6.2
[C][C][=C][Branch1][=C][C][=C][Branch1][=Branch1][C][C][N][Ring1][Branch1][C][=C][Ring1][=Branch2][O][C],1.404994889999646,-1.8
[C][C][Branch1][C][C][Branch1][N][C][=Branch1][C][=O][C][=C][S][C][=C][Ring1][Branch1][O],15.272965889999652,16.1
[C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][S][C][=Branch1][C][=O][N][C][C][=C][O][C][=C][Ring1][Branch1],15.147463889999944,15.8
[C][C][=C][C][=C][Branch1][Ring2][O][Ring1][Branch1][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][N][Ring1][#Branch1],8.621359889999548,9.3
[C][C][S][C][C][Ring1][Branch1][C][=Branch1][C][=O][C][C][=Branch1][C][=O][N][Ring1][#Branch1],9.31162089000017,6.2
[C][C][=C][Branch1][=C][C][=Branch1][Branch1][=C][S][Ring1][Branch1][C][=Branch1][C][=O][O][C][O],7.680094889999512,6.3
[C][=C][C][C][C][=C][C][=Branch1][Ring2][=C][Ring1][Branch1][C][C][=C],-2.6738201099997654,-3.7
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][#Branch1][C][C][=Branch1][C][=O][N][N],-1.9208081100004053,-5.8
[C][C][=Branch1][C][=C][C][=C][C][C][Ring1][Ring1][C][C][C][Ring1][Branch1],-2.109061109999967,-3.0
[C][C][=C][C][C][C][N][C][=Branch1][C][=C][C][=C][C][=C],-1.418800110000461,-2.4
[C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C],-2.7993221100005874,-4.0
[C][C][C][C][C][C][=C][C][C][Ring1][=Branch1][C][=Branch1][C][=O][C][Ring1][O],-1.3560491100006071,-6.2
[C][C][C][C][C][=C][Ring1][Branch1][C][=Branch1][C][=O][C][=Branch1][Branch1][=C][N][Ring1][#Branch1][C],1.404994889999646,-1.8
[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][=C][Branch1][#Branch1][N][=C][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O],13.20218289000002,14.4
[C][C][=N][C][=C][Branch1][Branch1][C][Ring1][=Branch1][=O][C][=N][O],12.825676889999782,11.0
[C][C][Branch1][C][C][Branch1][C][C][C][=N][C][=Branch1][Branch1][=C][O][Ring1][Branch1][C][#C],3.852283889999516,2.5
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][S][C][=C][C][=C][Branch1][Ring2][N][Ring1][Branch1][C][=Branch1][C][=O][O],15.147463889999944,15.8
[C][C][C][C][Ring1][Ring1][C][C][C][Branch1][Branch1][C][Ring1][Branch1][=O][C][C][Ring1][Branch1],-3.2385791100006784,-3.7
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][Ring1][C][=O][N],7.491841889999951,6.7
[C][C][=C][C][=C][C][#C][C][=C][C],-2.736571110000734,-3.9
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][O][Ring1][#Branch2],7.491841889999951,8.4
[C][C][C][Branch1][N][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][N],-1.418800110000461,-2.4
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=N][N][C][C][O],-1.9208081100004053,-5.8
[C][C][=Branch1][=Branch2][=C][C][=N][C][=C][S][Ring1][Branch1][C][N][Ring1][#Branch2],4.354291889999461,1.0
[C][=C][C][=C][Branch1][#Branch1][C][=C][C][Ring1][=Branch1][O][Cl],0.71473389000014,2.2
[C][N][C][=C][Branch1][Branch1][C][=N][Ring1][Branch1][C][C][C][C][=Branch1][C][=O][C][Ring1][=Branch1],-1.9208081100004053,-5.8
[C][C][Branch2][Ring1][=Branch1][C][S][C][=C][Branch1][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][=Branch2][Ring1][N][C][=O][O],15.147463889999944,15.8
[C][N][C][=C][N][=C][Ring1][Branch1][N][C][C][=N][O][C][=C][Ring1][Branch1],4.542544890000136,3.8
[C][=C][C][=C][Branch1][=Branch2][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][O][C][=C][C][=C][C][#C][Ring1][=Branch1],6.613327889999769,8.4
[C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][N+1][=Branch1][C][=O][O-1],9.562624889999585,9.0
[C][C][C][Ring1][Ring1][C][=N][C][=Branch1][Branch1][=C][O][Ring1][Branch1][C][C][N][C][Ring1][Ring2],-1.9208081100004053,-5.8
[C][C][C][=C][C][Branch1][Ring2][C][Ring1][=Branch1][C][C][C][=C][C][Ring1][#Branch1],-2.234563110000789,-2.9
[C][O][C][=C][=C][C][=N][C][=C][Ring1][#Branch1],7.05258488999986,8.1
[C][O][C][=Branch1][C][=O][C][=C][S][C][=Branch1][Ring2][=N][Ring1][Branch1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],17.029993890000014,16.2
[C][C][=C][C][=Branch1][C][=O][C][=C][N][Ring1][#Branch1][C][C][C][Ring1][Ring1],3.852283889999516,2.5
[C][=C][C][=Branch1][O][=C][C][=C][O][C][Ring1][Branch1][=C][Ring1][=Branch2][C][C][O][N],9.562624889999585,9.0
[C][C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=Branch1][N][=C][C][=C][C][=C][C][=C][Ring1][#Branch2][Ring1][=Branch1][N][Ring1][S],0.5264808899994641,-2.3
[C][C][=C][C][=C][C][=Branch1][C][=O][O][C][=Branch1][Ring2][=N][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][C],-0.1637801100000418,-3.4
[C][C][C][=N][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][O],0.71473389000014,-3.0
[C][C][=C][C][=Branch2][Ring1][Ring2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][C][=C][N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][#N],4.228789889999753,4.3
[C][#C][C][N][C][C][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][O][O],9.562624889999585,9.0
[C][N][Branch1][C][C][C][=C][C][=C][C][=C][C][Ring1][=Branch1][=C][Branch1][Branch1][C][=C][Ring1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][O],0.5264808899994641,-2.3
[C][=C][C][=Branch1][C][=O][C][C][C][C][C][Ring1][Branch1][C][=C][Ring1][Branch1],6.801580889999331,8.9
[C][C][=C][C][=C][C][=Branch1][=Branch2][=C][C][C][=C][Branch1][C][C][C][C],-2.297314110000643,-3.2
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][C][C][C][=C][O],4.668046889999844,4.9
[C][=C][C][C][=C][Branch1][#Branch1][C][C][C][=C][Ring1][=Branch1][O],1.2167418900000848,0.3
[C][C][C][=C][Branch1][=N][N][C][Branch1][Ring2][C][Ring1][Branch1][C][=Branch1][C][=C][C][C][=C][C],-1.418800110000461,-2.4
[C][C][=C][C][=C][C][Ring1][Ring2][=C][C][Ring1][Branch2][C][Ring1][Ring1],0.7774848899999938,1.3
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][O],4.166038889999899,4.4
[C][C][O][C][=Branch1][C][=O][N][C][=C][C][=Branch1][=Branch2][=C][C][=Branch1][Ring2][=C][Ring1][#Branch1][C][C],0.5264808899994641,-3.2
[C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][Branch1][Branch2][C][Branch1][Ring2][O][Ring1][#Branch2][N][O],0.71473389000014,-3.0
[C][C][=C][C][=N][C][=C][C][Ring1][=Branch1][=C],3.701681489999644,1.6817267999998704
[C][C][C][C][=C][Branch1][Ring2][O][Ring1][Branch1][C][=C][Branch1][Branch1][C][=N][Ring1][#Branch1][C][O],0.71473389000014,-3.0
[C][C][O][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][N][=C][C][=C][Ring1][=Branch1],-0.1637801100000418,-3.4
[C][C][C][C][C][Branch1][=Branch1][C][Ring1][Branch1][C][=C][C][=C][Ring1][Branch2],-2.109061109999967,-3.0
[C][C][=C][C][=Branch1][O][=C][C][=C][O][C][Ring1][Branch1][=C][Ring1][=Branch2][C],7.868347890000188,8.8
[C][C][=C][Branch1][=Branch1][N][C][=C][Ring1][Branch1][C][=C][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1][N][Ring1][#Branch2],4.228789889999753,4.3
[C][C][=Branch1][#Branch1][=C][C][C][C][C][#C][C][=Branch1][C][=O][C],-3.2385791100006784,-3.7
[C][C][Branch1][C][C][C][=C][C][=Branch1][C][=O][C][=Branch1][#Branch2][=C][Branch1][Branch1][C][=C][Ring1][Branch2][N][C][O],0.5264808899994641,-3.2
[HH1].[C][C][C][=C][N][C][=Branch1][=Branch1][=C][Ring1][Branch1][C][=C][C][=C],-5.685868110000548,-11.6
[C][C][C][=Branch1][C][=O][C][=C][Branch1][#Branch2][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][O][N][C][Ring1][=N],9.562624889999585,9.0
[C][C].[C][C][=C][Branch1][#Branch2][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][O][C][#N],1.404994889999646,-1.8
[C][S][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][S][=Branch1][C][=O][O],12.95117888999949,14.0
[C][=C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=N][C][=Branch1][Branch1][=C][O][Ring1][Branch1][C][C][C][Ring1][Ring1],-1.98355911000026,-3.8
[C][C][N][C][C][Ring1][Branch1][O][C][=C][N][=C][C][=C][Ring1][=Branch1],-1.9208081100004053,-5.8
[C][C][C][C][C][C][Ring1][Branch1][=C][C][C][C][=Branch1][C][=C][C][C][Ring1][#Branch1],-2.297314110000643,-3.2
[C][C][=C][C][C][C][C][C][Ring1][=Branch1][=C][Branch1][Ring2][N][Ring1][=Branch2][C][=O],1.404994889999646,-1.8
[C][=C][C][=C][Branch1][=Branch1][C][=C][O][Ring1][Branch1][C][=C][Ring1][=Branch2][O][N],16.40248388999925,17.8
[C][C][=C][C][=C][C][=Branch1][C][=C][C][C][C][C][N][Ring1][Branch1][C],-1.418800110000461,-2.4
[C][C][C][C][C][=Branch1][C][=C][C][Ring1][Branch1][Branch1][=Branch1][C][=C][Ring1][Branch2][C][C],-2.234563110000789,-2.9
[C][C][C][O][C][=Branch1][C][=O][C][Ring1][=Branch1][Branch1][Branch2][C][=C][C][C][Ring1][#Branch2][O][C],-0.0382781100003343,0.3
[C][C][=Branch1][C][=O][O].[C][=C][C][=N][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][S],13.64143989000011,14.5
[C][C][=Branch1][C][=O][O][C][=C][N][=C][Branch1][Branch1][C][=N][Ring1][=Branch1][O][C][=Branch1][C][=O][C],15.335716889999505,16.5
[C][=C][S][C][=C][Ring1][Branch1][C][=C][O][C][=Branch1][C][=O][N][Ring1][=Branch1],27.00740289000017,28.3
[C][N][Branch1][Ring2][C][C][#C][C][=Branch1][C][=O][C][N][C][C][#C],-1.9208081100004053,-5.8
[C][C][=C][C][=Branch1][=Branch1][=C][Branch1][C][C][O][C][=C][C][=C],-3.2385791100006784,-3.7
[C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][Branch1][Ring2][N][Ring1][=Branch1][C][=C][Branch1][#Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][O],4.228789889999753,4.3
[C][C][=C][Branch2][Ring1][Branch1][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][=Branch1][C][=O][C][=C][C][=C][S][Ring1][Branch1][O],15.147463889999944,15.8
[C][C].[C][C][=Branch1][C][=O][N][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=O],0.5264808899994641,-3.2
[C][C][C][=C][C][=C][Branch1][Ring2][N][Ring1][Branch1][N][C][=Branch1][C][=S][N][=C][Ring1][Branch2],10.127383889999384,10.3
[C][C][Branch1][C][C][C][=N][S][N][=C][Ring1][Branch1][C][#C],4.354291889999461,1.0
[C][C][Branch1][S][C][Ring1][Ring1][C][=Branch1][C][=O][C][=C][N][=C][N][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1],4.228789889999753,4.3
[C][C][Branch1][#C][C][=Branch1][O][=C][Branch1][=Branch1][S][C][Ring1][Branch1][=O][C][=O][S][C],12.95117888999949,14.0
[C][C][C][C][C][Ring1][Branch1][C][C][Ring1][=Branch1][C][Ring1][=Branch1][C][Ring1][=Branch1][C][Ring1][Branch1][O],6.801580889999331,8.9
[C][C][C][C][C][Branch1][O][C][Branch1][Ring2][C][Ring1][#Branch1][C][=C][Ring1][#Branch1][C][=O],-3.2385791100006784,-3.7
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][Se][C][=C][Cl],7.303588889999275,6.0
[C][C][=C][O][C][Ring1][Branch1][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][#Branch2],3.099271890000156,1.7
[C][C][=C][Branch1][#C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][C][Branch1][C][C][C][O],-1.3560491100006071,-6.2
[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=Branch1][#Branch1][=C][Branch1][Ring1][N][=O][O][C][=C][Ring1][#Branch2][O][Ring1][S],13.20218289000002,14.4
[C][=C][C][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][Ring1][=Branch2][C][C][=C],-0.6030371100001328,-1.2
[C][C][=C][C][=C][Branch1][=Branch1][C][O][C][Ring1][Branch1][C][=C],1.2167418900000848,0.3
[C][C][=C][Branch1][P][N][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][Branch1][C][F][Branch1][C][F][F][C][Branch1][C][F][Branch1][C][F][F],14.959210889999268,15.2
[C][=C][Branch1][S][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][N+1][=Branch1][C][=O][O-1][C][=Branch1][C][=O][C][=C][C][=C][C][=C][Ring1][=Branch1],13.20218289000002,14.4
[C][C][Branch2][Ring2][Branch1][C][=C][Branch1][O][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=C][C],-1.329066180000737,-1.5104165699998908
[C][C][O][P+1][Branch1][P][C][Branch1][C][C][C][Branch1][C][C][C][=C][C][=C][C][=C][Ring1][=Branch1][Branch1][C][O-1][O][C][C],7.115335889999714,8.7
[C][C][C][C][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][C][C][Branch1][Branch1][C][C][Ring1][Branch2][O],-1.3560491100006071,-6.2
[C][C][C][=C][C][=C][C][Ring1][=Branch1][S][Ring1][#Branch1],1.7187498900000295,-1.5
[C][C][O][C][=C][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][N][=O],1.3422438899997922,-2.4
[C][C][=C][C][=Branch1][#Branch1][=N][C][=C][Ring1][=Branch1][C][C][=Branch1][C][=O][O][C],0.71473389000014,-3.0
[C][=C][C][Branch1][=Branch2][C][Branch1][Branch1][C][=C][Ring1][=Branch1][Cl][C][=Branch1][C][=O][Cl],11.319652889999947,7.4
[C][O][C][=C][C][=C][C][=C][N][=C][C][=Branch1][=Branch1][=C][Ring1][=Branch1][Ring1][#Branch2][C][=C][S][Ring1][=Branch1][=O],15.774973889999597,16.3
[C][C][=C][Branch1][=N][C][=C][Branch1][Branch1][C][C][Ring1][Ring2][C][=C][Ring1][Branch2][C],-2.736571110000734,-3.9
[C][C][C][C][=Branch1][#Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][N][C][C][=C],-5.685868110000548,-11.6
[C][C][C][C][=Branch1][#Branch2][=C][Branch1][=Branch1][C][=C][Ring1][=Branch1][C][C][N][=C],-5.685868110000548,-11.6
[C][C][C][=C][C][=Branch1][=Branch2][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][C][O][C][Ring1][=Branch2][=O],4.668046889999844,4.9
[C][O][C][Branch1][Ring2][C][C][#C][C][=C][C][=C][C][=C][O][Ring1][Branch1],4.668046889999844,4.9
[C][C][C][C][=C][C][=C][C][Ring1][Branch1][=C][O][Ring1][Branch2],6.927082890000152,8.9
[C][C][C][Branch1][=Branch1][C][S][C][Ring1][=Branch1][C][=Branch1][C][=O][C][=C][O][Ring1][=Branch2],15.272965889999652,16.1
[C][C][Branch1][C][C][P][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C],6.236821889999532,7.1
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][C][=C][C][=C][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][#Branch2],-0.7285391099998403,-1.4
[C][C][=C][S][C][=Branch1][Ring2][=N][Ring1][Branch1][C][Branch1][=Branch2][C][Branch1][C][F][Branch1][C][F][F][O][C][=Branch1][C][=O][C],11.884411889999743,11.2
[C][C][C][C][C][=C][C][C][Ring1][Branch1][Branch1][Ring2][C][Ring1][Branch2][C][Ring1][Ring2],-2.109061109999967,-3.0
[C][C][C][C][C][Ring1][Ring1][C][C][Branch1][Branch2][C][C][Ring1][Branch1][=C][Ring1][Branch2][C],-2.234563110000789,-2.9
[C][C][C][Branch1][#Branch2][C][=C][C][=C][C][=C][Ring1][=Branch1][O][C][Branch1][C][O][O],-0.0382781100003343,0.3
[C][C][C][Branch1][#Branch2][C][#C][C][=C][O][C][=C][Ring1][Branch1][N],3.852283889999516,2.5
[C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=Branch1][C][=O][O][C][C][=C][N],9.562624889999585,9.0
[C][C][=C][C][=Branch1][=Branch1][=C][C][=C][Ring1][=Branch1][C][=C][Branch1][=Branch1][C][=Branch1][C][=O][O][N],9.562624889999585,9.0
[C][C][C][C][C][Branch1][=Branch1][C][Ring1][Branch1][C][=O][C][=C][Ring1][Branch2],1.2167418900000848,0.3
[C][C][C][=C][N][=C][C][=C][Ring1][=Branch1][O][C][=C][C][=C][C][=C][Ring1][=Branch1][Ring1][=Branch2],8.621359889999548,9.3
[C][N][C][=C][C][=Branch1][C][=O][C][=Branch1][Branch1][=C][Ring1][#Branch1][S][O][C],9.31162089000017,6.2
[C][C][Branch1][Branch1][C][N][=C][=O][O][C][=C][C][=C][C][=C][Ring1][=Branch1],9.562624889999585,9.0
[C][C][=C][C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][C][Ring1][Branch1][=C][C][=C][C][Ring1][=Branch1][=O],7.491841889999951,8.4
[C][C][Branch1][C][C][C][C][C][Ring1][Ring1][C][=Branch1][C][=C][C][=Branch1][C][=O][C][Ring1][Branch2],-3.2385791100006784,-3.7
[C][O][Si][Branch1][=C][C][C][C][C][C][Ring1][Branch1][=C][C][=C][C][Ring1][=Branch1][Branch1][Ring1][O][C][O][C],-0.2265311099998956,0.8
[C][C][C][Branch1][Branch1][O][C][Ring1][Branch1][C][C][=C][Branch1][#Branch2][C][=C][C][=Branch1][Ring2][=C][Ring1][=Branch1][O][N],0.5264808899994641,-3.2
[C][C][=C][C][=C][Branch1][Branch1][C][=C][Ring1][=Branch1][C][=C][C][=C][Ring1][Branch2][C][C][=Branch1][C][=O][O][Ring1][=Branch1],7.80559688999922,10.0
[C][C][C][C][C][Branch1][Ring2][O][Ring1][Ring1][C][=C][C][=C][C][=C][Ring1][=Branch1],5.672062889999733,7.6
